# ina219-sample started=2026-07-29T14:58:42+1000
# bus=1 addr=0x40 shunt_ohms=0.1
# config=0x399F por_default=0x399F
# hz=10.0 duration_s=360.0 n_expected=3600
# note=label=blocker2-usb-off fw=13564ab+dirty
timestamp_ms,bus_mV,shunt_uV,current_mA,ready,overflow
0,3232,1240,12.400,1,0
100,3232,1240,12.400,1,0
200,3232,1270,12.700,1,0
300,3236,1220,12.200,1,0
400,3196,1810,18.100,1,0
500,3196,1790,17.900,1,0
600,3196,1820,18.200,1,0
700,3196,1810,18.100,1,0
800,3192,1820,18.200,1,0
900,3192,1820,18.200,1,0
1000,3196,1840,18.400,1,0
1100,3196,1810,18.100,1,0
1200,3196,1810,18.100,1,0
1300,3196,1800,18.000,1,0
1400,3196,1810,18.100,1,0
1500,3196,1840,18.400,1,0
1600,3196,1800,18.000,1,0
1700,3196,1840,18.400,1,0
1800,3200,1790,17.900,1,0
1900,3196,1800,18.000,1,0
2000,3196,1820,18.200,1,0
2100,3196,1830,18.300,1,0
2200,3196,1820,18.200,1,0
2300,3196,1810,18.100,1,0
2400,3196,1810,18.100,1,0
2500,3196,1810,18.100,1,0
2600,3196,1850,18.500,1,0
2700,3196,1830,18.300,1,0
2800,3196,1810,18.100,1,0
2900,3196,1820,18.200,1,0
3000,3200,1800,18.000,1,0
3100,3196,1810,18.100,1,0
3200,3196,1820,18.200,1,0
3300,3196,1820,18.200,1,0
3400,3196,1800,18.000,1,0
3500,3200,1810,18.100,1,0
3600,3196,1810,18.100,1,0
3700,3200,1800,18.000,1,0
3800,3200,1840,18.400,1,0
3900,3196,1800,18.000,1,0
4000,3196,1830,18.300,1,0
4100,3196,1800,18.000,1,0
4200,3196,1830,18.300,1,0
4300,3200,1800,18.000,1,0
4400,3200,1830,18.300,1,0
4500,3196,1820,18.200,1,0
4600,3196,1840,18.400,1,0
4700,3196,1830,18.300,1,0
4800,3192,1820,18.200,1,0
4900,3196,1790,17.900,1,0
5000,3196,1810,18.100,1,0
5100,3196,1810,18.100,1,0
5200,3196,1800,18.000,1,0
5300,3196,1820,18.200,1,0
5400,3196,1790,17.900,1,0
5500,3196,1820,18.200,1,0
5600,3196,1810,18.100,1,0
5700,3196,1850,18.500,1,0
5800,3196,1820,18.200,1,0
5900,3196,1800,18.000,1,0
6000,3196,1820,18.200,1,0
6100,3196,1790,17.900,1,0
6200,3196,1800,18.000,1,0
6300,3200,1810,18.100,1,0
6400,3200,1810,18.100,1,0
6500,3196,1810,18.100,1,0
6600,3196,1840,18.400,1,0
6700,3200,1820,18.200,1,0
6800,3196,1820,18.200,1,0
6900,3196,1270,12.700,1,0
7000,3196,1830,18.300,1,0
7100,3196,1840,18.400,1,0
7200,3196,1840,18.400,1,0
7300,3196,1820,18.200,1,0
7400,3200,1800,18.000,1,0
7500,3200,1830,18.300,1,0
7600,3200,1820,18.200,1,0
7700,3196,1860,18.600,1,0
7800,3196,1800,18.000,1,0
7900,3200,1810,18.100,1,0
8000,3200,1790,17.900,1,0
8100,3196,1820,18.200,1,0
8200,3200,1820,18.200,1,0
8300,3196,1820,18.200,1,0
8400,3264,740,7.400,1,0
8500,3264,710,7.100,1,0
8600,3260,760,7.600,1,0
8700,3264,760,7.600,1,0
8800,3264,720,7.200,1,0
8900,3300,170,1.700,1,0
9000,3300,170,1.700,1,0
9100,3300,200,2.000,1,0
9200,3300,160,1.600,1,0
9300,3300,180,1.800,1,0
9400,3300,170,1.700,1,0
9500,3300,150,1.500,1,0
9600,3196,1810,18.100,1,0
9700,3304,160,1.600,1,0
9800,3300,160,1.600,1,0
9900,3304,200,2.000,1,0
10000,3300,160,1.600,1,0
10100,3236,1250,12.500,1,0
10200,3236,1240,12.400,1,0
10300,3300,140,1.400,1,0
10400,3232,1260,12.600,1,0
